Gene,A1,A2,A3,B1,B2,B3,C1,C2,C3
Mrps9,521,851,936,552,767,626,1314,157,609
Mrrf,337,679,482,467,129,140,256,427,243
Mrs2,213,330,295,438,413,252,489,284,112
Mrto4,596,707,906,1083,674,1035,664,401,511
Ms4a4b,239,101,19,329,413,600,1204,1881,946
Ms4a4c,115,216,91,1694,1255,360,1010,236,1326
Ms4a6b,636,337,366,875,757,933,633,1411,534
Ms4a6c,886,960,776,2859,2343,426,257,0,92
Msantd3,257,397,342,146,457,444,299,0,96
Msantd4,278,717,379,699,929,564,631,0,0
Msh2,3574,4953,5390,4742,5387,5057,6579,4502,5201
Msh3,56,1429,937,1140,575,2243,600,953,362
Msh6,5032,4886,6269,5907,5328,4187,4870,681,2856
Msi2,297,302,243,241,99,123,333,567,477
Msl1,1069,598,644,1002,1127,1200,994,1195,684
Msl2,1267,1893,2052,1352,2594,2174,1510,3568,2378
Msl3,1352,1870,2075,1240,1729,2044,1218,1733,1875
Msmo1,527,546,403,561,311,175,528,365,587
Msn,10564,10020,10500,16952,22799,18028,31212,30690,30351
Msra,980,1619,1729,1425,1153,1422,832,634,662
Msrb2,407,516,640,644,586,296,511,0,663
Msto1,488,853,907,1066,764,1010,437,220,653
mt-Co1,31295,44503,39487,28320,30414,34418,23648,46563,37622
mt-Co3,684,933,873,772,629,796,501,836,710
mt-Cytb,20542,29677,31730,28293,25617,30370,21310,30108,30893
mt-Nd1,10993,12416,15378,16637,14490,13890,11196,16381,18336
mt-Nd2,1420,2399,2748,3579,1836,3688,1404,2239,4808
mt-Nd4,2234,3450,3786,3334,3119,4628,3026,4488,5062
mt-Nd5,6155,10823,9482,6162,8002,7225,4141,9058,8481
mt-Nd6,858,1420,1167,1181,845,1198,515,1147,1124
mt-Rnr1,1738,2722,2790,1799,1067,2362,1836,2514,2613
mt-Rnr2,11695,20436,15370,12238,8296,16214,9179,16886,12795
Mta1,1283,1034,1581,1160,1283,961,769,761,644
Mta2,5319,7064,6891,6065,8820,7949,10489,10441,9001
Mta3,2099,2029,2089,1827,2069,2142,2741,891,1932
Mtap,918,1412,1203,1517,573,676,1503,1,1698
Mtch1,3067,3211,3330,2351,2389,2600,2926,1759,2513
Mtch2,1511,2409,2244,2011,2948,1350,1967,745,1250
Mtdh,3656,4005,4047,2661,3149,2661,3045,3006,3851
Mterf3,643,570,782,678,584,1079,1140,694,295
Mterf4,587,195,287,130,248,154,259,0,338
Mtf1,523,356,320,476,271,0,207,0,201
Mtf2,3066,2607,2663,2308,1771,1765,1523,0,1899
Mtfmt,352,167,256,223,169,452,408,476,584
Mtfr1,1474,873,1103,1124,1262,1039,959,802,1682
Mtfr1l,1442,1508,2001,2241,2312,2004,4307,2103,3016
Mtfr2,701,1209,1316,704,798,726,429,341,360
Mtg1,416,545,337,194,370,415,597,291,555
Mtg2,135,238,305,77,388,204,229,339,0
Mthfd1,2849,2732,4198,4536,3449,1832,2593,1542,3929
Mthfd1l,479,1424,2415,1025,1450,1198,1148,1482,1338
Mthfd2,442,337,915,314,969,459,152,1576,355
Mthfsd,335,405,374,337,380,354,496,682,99
Mthfsl,473,233,353,225,285,329,351,541,127
Mtif2,484,353,645,478,876,538,1410,0,720
Mtif3,146,334,375,261,299,469,1133,293,720
Mtm1,461,251,236,256,201,1,0,497,230
Mtmr1,2067,987,2133,1886,1838,2190,3341,5517,2689
Mtmr10,16,138,168,108,133,0,608,171,659
Mtmr12,882,1105,1285,1675,1597,745,1243,924,2242
Mtmr14,1189,1182,2217,1826,2525,710,1493,533,992
Mtmr2,1832,1169,1955,1757,1674,1836,2307,1535,1720
Mtmr3,1918,2269,4432,3057,3831,2068,5588,5429,4862
Mtmr4,1014,1010,1345,2061,2135,1680,1836,0,1672
Mtmr6,1410,1835,2051,1219,1542,2824,3051,4176,2428
Mtmr9,320,351,518,80,703,140,45,1245,901
Mto1,629,198,816,437,773,177,956,0,500
Mtor,447,780,923,1437,933,1234,1005,0,1721
Mtpap,883,854,955,1445,1078,825,1382,0,1262
Mtpn,3411,5582,6687,6299,7994,5862,5891,2322,7106
Mtr,815,1601,1821,736,1910,736,1619,0,1688
Mtrf1l,235,146,199,414,61,400,595,12,542
Mtrr,184,376,756,286,815,491,396,674,574
Mtx1,1000,716,644,726,945,810,815,226,1406
Mtx2,780,1069,1146,1047,634,1028,545,1107,674
Mul1,170,196,423,353,338,91,415,214,821
Mum1,717,447,1248,1304,1397,990,1827,0,938
Mus81,381,396,310,267,347,146,534,287,1046
Mut,948,1118,720,1109,760,978,1952,1327,901
Mvb12a,828,944,826,916,814,460,1084,293,585
Mvd,190,240,114,66,152,118,635,359,308
Mvp,179,501,567,470,278,573,596,0,343
Mxd1,326,379,471,245,757,1122,974,1428,404
Mxd3,165,341,361,277,333,321,767,0,966
Mxd4,307,641,592,547,898,467,1873,1516,550
Mxi1,868,886,1507,930,918,1810,1366,11,1011
Myb,5975,5940,8004,6265,5082,3528,1254,4529,1229
Mybbp1a,3561,7307,7121,6279,6083,5309,4733,3113,5353
Mybl2,837,744,1545,1181,1526,180,748,947,915
Myc,6249,6456,8268,3261,3634,2716,1405,1830,1716
Mycbp,159,206,275,469,231,172,232,1448,451
Mycbp2,599,727,1161,1126,974,1264,1628,130,2185
Mycl,1719,587,676,1706,531,412,1,0,231
Mycn,446,506,894,2248,3997,5009,1426,686,1542
Myd88,1183,914,891,674,1193,1055,2019,1702,1429
Myeov2,482,585,694,660,431,731,624,607,1048
Myg1,645,828,1097,545,744,725,692,756,1147
Myh9,2893,1477,2288,4939,7703,6113,6746,6451,6583
Myl12a,2460,2555,2609,3105,3790,3420,4888,4381,5024
Myl12b,3752,4832,4712,5171,6846,6685,9086,6890,8624
Myl6,1942,2186,2692,3619,3605,3513,5259,4259,3582
Mylip,231,289,198,0,302,205,331,1253,742
Mynn,1090,701,1209,421,1009,1868,2158,824,956
Myo10,305,182,164,558,298,359,0,0,267
Myo18a,2643,1658,2149,1160,2005,1503,1527,1005,1199
Myo1c,1970,3352,3012,579,1679,1588,857,0,459
Myo1f,2388,3864,4205,7875,10049,4935,8172,4778,6604
Myo1g,1771,1824,2367,3525,4207,3125,5934,6010,5065
Myo5a,298,585,1163,638,1018,271,0,0,356
Myo9b,516,478,2014,2159,1509,1304,2091,2446,2127
Mysm1,392,513,424,763,711,665,705,171,753
Mzt1,448,801,1273,1799,1230,2375,540,2391,1837
Mzt2,151,236,114,156,141,285,215,301,387
N4bp2,1050,489,500,751,343,708,998,0,535
N4bp2l1,364,284,148,24,138,109,186,496,1009
N4bp2l2,900,535,957,788,920,265,1018,692,1696
N4bp3,500,1258,1699,245,320,397,322,0,177
N6amt1,143,63,213,300,274,198,287,35,506
N6amt2,791,556,649,543,662,951,635,699,587
Naa10,310,703,694,525,815,674,892,628,654
Naa15,3271,2366,2616,2398,2975,3790,1097,0,2116
Naa16,546,658,490,510,1138,1220,247,608,489
Naa20,820,1491,1626,1488,1017,1574,1103,1120,696
Naa25,1216,1297,1413,2306,1234,972,1709,1442,1239
Naa30,1188,472,998,1076,1052,1172,1572,690,1604
Naa35,327,410,1049,526,1764,343,1093,955,949
Naa38,232,403,426,187,262,375,268,212,318
Naa40,1941,1784,3824,1726,3737,203,2505,1127,1264
Naa50,4596,4165,5012,5219,3382,3122,3062,1658,1543
Naa60,909,1436,1286,381,1092,492,1121,1978,1560
Nab1,1838,1595,1549,861,1602,2011,1387,949,694
Nabp1,148,114,131,181,487,531,1402,1824,519
Nabp2,281,323,544,328,492,591,293,178,212
Naca,3598,4873,5770,5307,5073,6049,4868,4254,3136
Nacc1,829,760,1087,933,1188,768,902,107,892
Nadk,1420,3286,2478,2980,4358,3886,5492,1632,3498
Nadk2,350,177,373,555,462,241,429,338,478
Nae1,678,562,895,862,814,1503,366,1188,1033
Naga,734,693,813,989,1449,963,1910,1861,872
Nagk,169,179,240,258,135,471,280,574,210
Naglu,443,438,353,764,1029,1,551,479,607
Nagpa,962,764,1164,970,1289,851,789,840,1084
Nampt,1438,1494,1094,573,1329,1200,924,688,1127
Nans,666,917,1195,946,1128,679,1540,1115,919
Nap1l1,2802,3953,5182,3866,3600,4439,3252,1804,3257
Nap1l4,4908,4856,6293,5047,5932,6008,7754,3937,6749
Napa,2029,2791,2787,2968,2988,2355,4156,2616,3690
Napg,533,342,448,412,522,879,414,0,644
Napsa,3550,4160,3605,6061,8456,5875,1438,1894,1521
Narf,853,844,967,1407,1933,2465,3548,1268,2355
Narfl,513,434,705,731,743,417,1111,0,797
Nars,3354,3990,4133,5263,4553,3396,4560,5062,3540
Nars2,213,235,428,878,220,0,429,0,657
Nasp,1993,1359,2625,2390,996,1806,1130,174,813
Nat10,498,1327,1468,1044,1287,951,710,0,753
Nat6,376,202,321,211,461,165,184,192,393
Natd1,298,40,379,359,677,75,576,805,849
Nbas,655,342,282,599,903,463,99,0,585
Nbeal2,1157,1114,1659,726,1652,920,2104,1098,1604
Nbn,529,631,926,613,778,768,714,548,999
Nbr1,985,1690,2566,1201,2267,2950,1034,908,2868
Ncapd2,2259,3191,6877,3508,5505,2896,5367,2,2627
Ncapd3,1782,1764,2687,1711,2513,1996,4603,2986,1470
Ncapg,915,1909,2254,1166,844,1105,2401,0,1692
Ncapg2,2241,1566,2965,1589,2421,1632,3949,0,3305
Ncaph,1874,2519,3294,1537,2027,1041,4303,741,2312
Ncaph2,2473,4611,5051,3986,3847,4492,4753,2065,4351
Ncbp1,1551,2437,3713,2805,2804,1233,2428,3517,1180
Ncbp2,848,959,1088,1096,1302,1231,1115,816,808
Ncdn,723,1489,1616,1348,1383,727,1540,2640,2043
Nceh1,471,694,623,726,459,810,1710,728,531
Ncf1,2363,2878,3168,4526,4947,3355,410,533,135
Ncf2,849,1686,1589,1134,1937,1759,782,399,335
Ncf4,707,1588,1378,2283,1774,2496,1358,2324,1119
Nck1,610,265,925,577,981,556,1092,459,1270
Nck2,153,406,439,456,190,279,1304,464,1698
Nckap1l,4106,5346,4570,3667,5530,8498,9950,10295,7268
Nckipsd,0,183,201,244,583,581,464,0,213
Ncl,13611,14797,17725,16144,15342,9072,12076,8489,17407
Ncln,1030,1511,1839,1423,1941,1120,681,544,646
Ncoa1,450,585,1058,532,1298,354,2139,2584,2954
Ncoa2,550,651,757,1059,1485,574,2579,1072,1203
Ncoa3,485,667,1120,2044,1528,1454,3029,2055,1916
Ncoa4,2238,3003,2940,3306,3970,3762,1732,1972,1356
Ncoa5,926,780,1646,978,1444,1063,948,886,1694
Ncoa6,496,175,363,362,887,761,264,0,888
Ncoa7,366,407,402,439,219,641,4042,0,938
Ncor1,2684,2926,3300,2517,4965,3033,5688,13425,7284
Ncor2,155,440,426,279,792,550,1037,572,846
Ncs1,459,367,582,619,529,93,468,515,154
Ncstn,2546,1572,2741,1693,3017,1893,4480,5214,3785
Ndc1,2029,2111,2431,1314,2813,1841,1344,3041,1997
Ndc80,448,764,1536,769,469,808,1874,0,1004
Nde1,1431,1688,2917,1506,2692,3405,3914,705,1475
Ndel1,691,874,984,1106,922,1283,2012,724,1312
Ndfip1,920,1694,1380,1694,2297,2992,6337,6767,7059
Ndfip2,362,389,691,662,547,1054,1898,537,1348
Ndnl2,304,324,388,100,503,540,197,397,346
Ndor1,281,576,725,1665,1101,1126,1014,608,676
Ndrg1,697,1021,722,388,374,511,513,1,0
Ndrg3,601,1169,1020,762,1924,697,506,740,1277
Ndst1,1275,699,1224,2193,2324,1041,2798,2013,2224
Ndst2,452,273,615,1044,1198,1021,1387,0,1099
Ndufa1,829,912,1062,1197,1012,1114,946,1316,1191
Ndufa10,1508,1951,2741,1704,2545,2000,1933,3463,2773
Ndufa11,756,1143,1105,1130,916,1106,1130,769,703
Ndufa12,1223,1126,1163,1107,1093,872,1072,1159,837
Ndufa13,864,1309,1171,1138,1125,1460,1589,1424,2064
Ndufa2,841,1408,1488,1004,983,953,1148,1033,798
Ndufa3,755,924,881,1050,1081,883,882,993,1032
Ndufa4,3405,4161,6311,2686,1731,2197,2503,3057,2033
Ndufa5,410,538,701,624,504,674,549,663,821
Ndufa6,465,916,839,781,830,1033,533,742,865
Ndufa7,1040,1259,1399,1436,1219,1077,1159,1147,1326
Ndufa8,1152,1557,1689,1390,1476,1630,1339,1159,1664
Ndufa9,2702,3523,3106,2080,2316,3494,2316,874,1977
Ndufab1,1710,2612,2227,1500,1671,2010,2077,1619,1543
Ndufaf1,634,904,632,485,567,539,633,1056,466
Ndufaf2,180,304,340,246,301,126,207,4,339
Ndufaf3,280,409,319,433,353,208,1050,549,404
Ndufaf4,375,599,589,913,765,263,267,292,503
Ndufaf6,301,401,323,181,293,337,76,172,55
Ndufaf7,243,697,803,593,940,708,1015,588,545
Ndufb10,910,1384,1468,1208,1586,1650,1947,1415,1388
Ndufb11,958,1821,1457,1134,959,1023,2120,1673,1827
Ndufb2,233,458,440,386,329,281,314,115,443
Ndufb3,642,525,857,738,946,511,676,810,962
Ndufb4,405,671,565,452,449,379,441,274,385
Ndufb5,782,1246,1521,988,1068,1085,1249,700,1529
Ndufb6,614,800,766,497,568,573,639,758,433
Ndufb7,845,1072,1233,1312,1017,1036,1545,1543,1100
Ndufb8,1945,2199,2518,1712,2116,1512,1970,1973,937
Ndufb9,1338,2315,2608,1908,1872,2406,2270,2211,1258
Ndufc1,541,706,893,698,536,669,641,368,570
Ndufc2,980,1333,1597,1535,1357,860,1329,1040,1238
Ndufs1,2417,1855,3232,2574,3729,1508,982,1852,2840
Ndufs2,3043,2804,3831,3241,2904,2951,3986,2176,2358
Ndufs3,918,882,1376,1121,1104,1306,1884,1238,1197
Ndufs4,897,958,1073,1092,835,714,826,895,1395
Ndufs5,477,576,583,543,569,373,740,409,773
Ndufs6,624,972,969,737,805,447,912,320,795
Ndufs7,1049,1736,1840,1506,1310,1740,1359,918,2019
Ndufs8,1786,1934,2117,1314,1534,1127,1527,1077,1922
Ndufv1,1722,2211,3095,2587,2326,2365,3751,1660,2047
Ndufv2,2272,3068,3129,2714,2448,2107,2552,2155,3631
Ndufv3,669,753,842,1037,1049,1211,1676,1597,1702
Necap1,453,422,494,157,818,406,411,0,0
Necap2,1583,1834,1929,1950,3422,2472,1429,1697,1328
Nedd1,1290,753,1474,630,1277,2129,308,1462,647
Nedd4,2442,2055,5129,2713,2958,4595,6041,2471,8189
Nedd4l,788,97,775,996,929,1153,725,428,657
Nedd8,1522,2066,2042,1865,1737,2306,1808,1366,2072
Nedd9,206,525,935,1339,1278,1415,610,2200,483
Nefh,90,273,307,239,186,520,724,1,898
Neil1,125,370,244,247,114,371,892,1095,885
Neil3,771,379,965,365,341,39,1042,0,589
Nek1,330,251,849,160,245,285,596,0,1101
Nek2,570,337,908,449,663,196,594,299,468
Nek4,380,247,409,402,136,176,491,302,403
Nek7,1517,1470,1423,2076,936,1927,2998,2233,2473
Nek9,1144,1467,1735,1513,1776,788,939,1267,1249
Nelfa,1138,1389,1512,880,1732,1553,1584,1500,2055
Nelfb,2132,1994,3832,3770,3178,2911,6694,3530,5497
Nelfcd,1460,2535,2203,2184,3132,1083,2191,1615,1881
Nelfe,546,736,1499,1283,1191,1333,935,698,798
Nemf,888,1358,1743,1844,1617,1342,816,460,1856
Net1,2377,2202,1512,1146,719,871,244,0,1278
Neu1,50,425,258,390,391,487,2313,690,889
Neurl3,94,202,418,0,293,190,1088,1607,699
Nf2,1413,1106,1528,608,2458,2983,2076,1800,2378
Nfam1,1919,1761,1592,4050,2500,2263,1101,620,500
Nfatc1,2555,3219,3282,2328,3224,2541,5017,1466,6702
Nfatc2,425,408,322,953,402,808,1843,0,749
Nfatc3,1309,2057,2988,3247,3958,2932,7497,4744,8648
Nfe2,1256,1589,1710,1478,1879,2042,1076,888,515
Nfe2l1,1376,867,1846,1792,2003,875,1936,1977,3034
Nfe2l2,1379,1611,1886,1236,1680,1500,2149,1835,2445
Nfic,251,289,628,577,325,288,523,310,647
Nfil3,461,402,1168,9337,4596,3517,581,1,1329
Nfix,399,662,670,628,766,480,283,359,425
Nfkb1,1749,1799,2538,10170,14430,12755,2890,4371,2729
Nfkb2,76,511,251,312,123,313,1561,765,1846
Nfkbia,1306,2421,2029,1018,1419,1895,3851,3203,3129
Nfkbib,315,251,622,536,710,905,468,182,444
Nfkbie,713,586,703,542,478,1210,2060,162,697
Nfkbil1,238,264,283,134,193,236,269,0,263
Nfrkb,510,654,907,720,309,213,688,2,1782
Nfs1,965,1575,1282,673,1194,1545,1038,0,1569
Nfu1,932,1079,1293,849,905,839,835,166,697
Nfx1,1932,2623,3003,2599,2191,2071,4355,5900,3674
Nfyb,615,836,1137,1127,1188,501,1040,619,700
Nfyc,835,574,1291,1061,1424,746,1331,1170,895
Ngdn,663,936,1133,637,1223,841,1618,1525,1392
Ngfrap1,1461,1793,1889,1284,1620,773,1159,471,1711
Ngly1,1565,1533,1375,893,1581,2536,4036,2769,5048
Ngrn,326,667,451,208,348,384,654,282,619
Nhlrc2,520,324,605,566,677,310,255,523,650
Nhlrc3,209,29,168,381,562,0,848,837,349
Nhp2,1242,1789,2425,2344,2232,1438,1708,1282,1172
Nhp2l1,2691,3005,3775,3587,2920,3167,2318,1265,1838
Nif3l1,531,1066,989,794,1185,776,1430,0,1332
Nifk,1617,2835,3677,3322,2590,3114,2370,1612,2890
Nim1k,214,401,310,216,0,41,429,486,308
Nin,979,181,881,2328,3144,821,1617,1047,2108
Ninj1,672,1409,1207,1063,1416,1382,212,465,305
Nip7,929,1018,1598,983,1310,904,1456,842,1040
Nipa2,969,910,1329,1604,1294,1884,1994,366,2782
Nipbl,770,1286,927,476,668,514,752,14,2336
Nipsnap1,835,656,880,223,372,1004,455,261,1121
Nipsnap3b,1366,1059,1823,1313,1507,1795,790,1171,1615
Nisch,2708,4211,3365,2962,4746,6197,4165,2875,2704
Nit2,579,828,666,830,622,769,792,913,510
Nkap,373,653,819,553,297,1000,445,802,809
Nkg7,2098,1411,1446,2810,4687,7267,7232,8249,6155
Nkiras2,481,577,677,428,1054,129,337,422,565
Nktr,287,711,608,285,541,329,493,357,520
Nln,450,408,555,586,502,539,0,1491,264
Nlrc3,926,247,550,558,796,1063,2949,1142,1266
Nlrc5,720,1198,1057,589,765,1610,2054,0,456
Nlrx1,387,326,179,275,478,0,1160,663,237
Nmd3,2238,1209,1974,1756,1905,1721,2611,1094,1030
Nme1,1788,2487,2493,2889,3314,3401,2451,1653,2424
Nme4,1452,1566,1642,1551,1316,1229,725,327,539
Nme6,267,349,623,337,345,364,218,254,141
Nme7,558,244,383,470,303,112,440,413,395
Nmi,698,739,513,209,610,397,1378,1319,892
Nmnat1,214,178,174,38,211,246,0,250,301
Nmnat3,172,453,665,173,279,347,343,704,751
Nmral1,1428,2154,1475,1261,898,465,630,0,365
Nmt1,1213,1532,1690,2098,2005,1879,2359,431,2344
Nmt2,161,239,246,47,740,352,78,479,381
Nnt,2413,3839,5278,3311,4628,3327,2583,1959,1984
Noa1,663,790,963,693,669,1055,1110,549,587
Nob1,1427,1324,1603,963,901,1028,806,1515,1561
Noc2l,3749,4727,5390,6050,5278,3668,6149,1586,3395
Noc3l,228,311,591,913,686,258,565,559,653
Noc4l,1742,1616,1517,1389,1687,1680,1724,853,1176
Nol10,567,443,656,965,788,833,455,0,707
Nol11,1116,1793,1725,1418,1740,1677,1286,6,1576
Nol12,259,787,531,790,566,586,476,767,48
Nol4l,0,125,44,627,421,902,437,1813,809
Nol6,1244,1851,2218,2069,1787,1870,1749,3338,2445
Nol7,589,1264,1403,1291,1207,941,1307,895,842
Nol8,388,430,598,758,178,751,298,65,848
Nol9,1048,625,1810,1381,1846,787,1573,636,1704
Nolc1,2124,2209,3465,3291,2716,2074,1446,2625,1994
Nom1,1291,894,1533,767,911,1734,909,0,766
Nomo1,2159,2021,2923,3993,4042,3311,3233,5148,3532
Nono,7372,9728,12085,8970,11978,7824,12106,3965,7772
Nop10,2555,3552,3599,2371,2286,2388,1968,2105,1712
Nop14,753,524,1024,1150,970,1123,1040,398,595
Nop16,1319,1512,1859,1340,1577,1048,967,1600,849
Nop2,1942,1314,2575,2673,2242,669,1125,735,1646
Nop56,3861,5756,5469,5028,3239,2640,3512,1249,3373
Nop58,4198,4122,4882,3752,4087,4601,4361,3541,2230
Nop9,1464,1873,1964,2001,1879,2055,2454,1742,1279
Nos1ap,324,477,538,563,837,682,248,446,0
Nosip,1256,1414,1378,1269,1239,1424,2157,1718,1085
Notch1,3458,2833,2961,466,437,652,498,201,446
Notch2,1298,234,881,1116,357,2,1278,66,2031
Npat,630,1009,1540,1562,617,405,789,730,869
Npc1,306,514,700,437,1101,773,894,58,227
Npc2,2431,3493,2879,4119,3605,3096,2969,1748,3201
Npepl1,1595,2380,2266,2046,2576,1257,1547,2157,2056
Npepps,720,271,549,496,424,661,983,820,145
Nphp1,627,555,511,376,180,212,409,433,388
Npl,645,454,637,204,159,0,1143,121,363
Nploc4,2654,2756,2951,2292,2888,1807,3413,507,2605
Npm1,8569,12785,14678,11389,8885,10465,7578,7699,5871
Npm3,236,390,350,227,144,197,98,191,59
Nprl2,112,428,465,285,204,254,1285,670,211
Nprl3,64,670,532,639,637,339,268,1074,490
Nptn,156,701,630,1605,2269,1278,1390,490,1486
Nqo2,150,186,230,254,575,883,1175,887,417
Nr1d2,246,915,916,286,271,682,1721,975,1322
Nr1h2,1466,1367,1084,1922,1439,2233,1401,538,2012
Nr2c1,272,102,506,892,504,770,159,1,214
Nr2c2,793,438,796,890,1490,1002,2012,651,1652
Nr2f6,213,153,208,53,186,302,251,155,215
Nr3c1,909,2010,3080,906,899,1929,3577,6210,3185
Nras,1500,1551,1496,1248,2392,1340,1085,935,1916
Nrbf2,180,351,426,455,627,86,989,209,635
Nrbp1,1422,2303,2140,3132,3003,2840,4275,4515,2599
Nrd1,1752,3412,3343,2422,3455,4011,6050,4428,3941
Nrde2,318,584,559,511,865,294,1103,828,1683
Nrf1,1868,1616,1957,2363,1742,1545,2202,1474,1529
Nrgn,334,273,328,965,1153,1594,813,843,1050
Nrip1,1310,2165,1540,1714,2739,1806,6738,2900,6297
Nrm,1739,3152,3380,2001,1349,1167,2202,2361,1270
Nrp1,925,121,205,500,292,359,1958,775,1778
Nrros,10248,9126,8039,14926,11952,6223,4528,2155,3803
Nsa2,358,520,648,645,597,530,805,384,553
Nsd1,827,756,1109,1482,1600,1236,1996,1408,1998
Nsdhl,815,433,426,383,652,236,380,434,469
Nsf,628,1265,1814,1538,2179,581,2103,989,2946
Nsfl1c,1619,1770,1877,1213,1878,1549,1660,1425,1673
Nsl1,1065,749,1260,885,603,445,230,111,491
Nsmaf,2435,2099,2699,2617,2987,2265,6342,1244,2748
Nsmce1,1826,2452,2799,1126,1069,1092,1322,230,915
Nsmce2,612,924,1231,726,1279,979,982,837,710
Nsmce4a,1980,3479,4127,2560,2669,3106,1914,519,2019
Nsun2,5676,5043,8302,8182,7735,6644,5939,1373,4242
Nsun3,0,271,338,353,659,486,407,0,746
Nsun4,358,598,447,285,303,902,154,0,202
Nsun5,112,395,761,230,348,821,186,1056,576
Nt5c,558,892,852,1236,1185,987,1534,479,1238
Nt5c2,2492,1052,2181,2642,2149,1841,1725,1711,2238
Nt5c3,989,1113,1309,744,774,854,1504,1500,1103
Nt5c3b,1096,1307,1213,1011,1027,1139,2676,1028,2088
Nt5dc1,545,548,494,462,649,388,542,1027,1755
Nt5dc2,1879,2777,4156,2399,2818,1302,1280,1402,1040
Nt5m,292,613,473,395,406,296,493,282,258
Ntan1,841,701,923,1113,1366,1138,1032,993,1319
Ntmt1,488,643,960,857,420,459,509,0,154
Ntpcr,496,489,517,509,459,433,310,251,195
Nuak2,756,1454,1251,1039,1792,483,285,897,718
Nub1,1206,777,1034,968,1292,855,959,925,2418
Nubp1,795,719,645,724,863,555,648,298,837
Nubp2,1512,1748,2401,2178,2540,1942,2524,1715,2029
Nubpl,156,435,340,471,222,139,223,294,533
Nucb1,3855,4820,4521,4331,5873,4336,7161,7280,6200
Nucb2,461,684,726,143,333,0,177,0,279
Nucks1,3267,3440,4363,2777,2874,4989,3840,2581,2782
Nudc,3510,4651,6160,5544,4427,3992,3722,3405,4195
Nudcd1,588,725,926,408,1545,811,580,587,994
Nudcd2,664,1361,1705,1085,1305,952,618,2,903
Nudcd3,1912,1355,2309,1302,2823,2424,2702,891,1348
Nudt1,361,490,517,459,501,370,363,0,527
Nudt14,463,597,618,417,321,282,704,431,474
Nudt16,452,557,570,336,453,1378,1223,580,690
Nudt16l1,953,1420,1377,787,1405,1211,792,561,1242
Nudt18,156,608,578,726,511,609,492,0,108
Nudt19,1628,1647,1754,965,413,989,1068,686,559
Nudt2,252,134,182,271,150,275,0,144,115
Nudt21,1388,2337,2407,1956,1824,3187,1621,1381,2000
Nudt3,1520,1915,2417,1572,2595,2816,2813,3251,2505
Nudt4,1359,652,1469,1546,887,380,2632,1894,2942
Nudt5,1200,1600,1429,1372,1250,1289,1032,947,830
Nudt7,330,380,199,345,347,755,861,305,271
Nudt9,782,605,742,347,909,301,635,1098,591
Nuf2,1195,1910,2479,622,2012,748,1864,689,1354
Nufip1,684,862,775,854,322,0,299,1287,282
Nufip2,847,958,985,1476,786,2449,288,1558,1916
Numa1,4255,3381,5363,3433,6450,4622,3032,1391,3225
Numb,371,238,716,148,626,0,1097,2053,685
Nup107,1948,2166,2916,1670,2350,2684,2415,0,2505
Nup133,650,1906,2526,1863,1333,675,1269,0,888
Nup153,2553,1679,2846,2523,2991,3162,3432,4029,3084
Nup155,1158,1846,2027,1674,1912,435,514,1052,1566
Nup160,1392,2532,3253,1543,2273,3752,1918,0,4101
Nup188,653,675,1613,1295,1690,1265,1199,1210,1329
Nup205,2160,778,3180,2512,2169,616,1666,286,2781
Nup210,12892,14165,17448,27890,25286,15304,9447,13635,14497
Nup214,1991,1753,2244,1497,3499,1125,2271,94,2779
Nup35,172,223,426,364,218,563,417,0,227
Nup37,632,916,856,367,461,524,997,272,527
Nup43,423,816,752,604,662,1154,299,0,553
Nup50,2344,2011,3039,3704,2840,2574,4517,2222,2157
Nup54,530,562,983,957,872,146,813,482,813
Nup62,4744,4219,5640,3993,4471,2680,2346,1853,2361
Nup85,2359,3339,3664,2508,3379,3049,1588,895,1403
Nup88,1642,2045,1911,1319,1163,2100,2890,0,2753
Nup93,1563,1524,3387,1845,2360,1311,2470,861,1473
Nup98,1124,1135,1306,795,824,2049,900,889,1562
Nupl1,872,1127,1048,1303,962,1513,1754,1711,1078
Nus1,518,1009,578,697,542,178,964,1114,383
Nusap1,2059,3959,4576,791,2532,1123,4686,1624,3288
Nutf2,1384,1729,2168,1450,1316,1317,1143,1703,1080
Nvl,819,862,1162,1087,1107,871,1202,8,2509
Nxf1,3305,3704,3819,2607,3762,3546,4216,1887,3337
Nxpe3,435,847,787,708,837,858,518,0,200
Nxt1,989,1079,1469,1499,802,520,1046,387,731
Oaf,475,170,385,459,823,570,363,665,471
Oard1,372,726,883,558,616,650,966,799,689
Oas1a,496,926,486,307,276,164,264,635,74
Oas3,473,674,252,429,861,0,554,0,201
Oasl1,221,552,240,145,701,199,0,474,281
Oasl2,889,1329,597,111,81,0,242,250,396
Oat,1938,1438,2465,1495,2278,2571,2323,1185,1123
Oaz1,9522,13592,14212,10413,11315,12424,18051,11842,13792
Oaz1-ps,91,135,131,108,99,120,256,142,175
Oaz2,1611,1517,2226,1191,1403,2498,2817,922,1799
Obfc1,268,487,347,504,689,702,1213,0,726
Ocel1,105,304,206,129,123,36,359,149,478
Ociad1,2059,3305,2659,1334,2910,2101,3080,2236,2247
Ociad2,933,1152,842,917,670,1085,375,411,173
Odc1,1910,2980,4434,2714,4007,4043,6468,3298,4413
Odf2,1244,904,2160,1025,1818,2382,1474,698,1261
Ofd1,78,445,213,143,232,265,263,163,96
